2r5/3n1pk1/b1rp2pp/1p1Np3/1P2Pq1P/5N2/P4PP1/R2QR1K1 b - - 0 30,f4g4
3r1k2/3Q2Rp/1pn2p2/8/2qp4/P4NP1/5PPK/8 w - - 1 36,d7c7
rnb1k2r/pp3ppp/4p3/3q4/3Q4/5NP1/PP2PP1P/R3KB1R b KQkq - 0 10,d5d4
r2q1rk1/3nppbp/3p1np1/2pP4/4P3/2N2N1P/PP3PP1/R1BQ2KR w - - 3 12,g1h2
5rk1/pq3pp1/1p1b4/2nP2B1/4r3/1N3QP1/PP5P/R4RK1 w - - 3 26,a1d1
r2q1rk1/1b1nppb1/p1nP2p1/1p4Pp/8/1PN4P/PBP1NPB1/R2QK2R b KQ - 0 14,e7d6
rb6/1p3pp1/pB2p1kp/5b2/2pP4/4P3/PP2QPPP/6K1 b - - 3 26,e6e5
r4rk1/1p3ppp/4b3/pP1p2B1/q7/P3PN2/5PPP/2Q1KB1R b K - 2 17,f8c8
8/7p/5kp1/p7/4B1P1/1P3K1P/P4P2/4b3 b - - 3 47,e1b4
2qr4/4rkp1/2p1pp2/ppP2n1p/3PRQ1P/PP3N2/5PP1/4RK2 w - - 18 43,g2g4
n1r5/q2b1p1k/p2pN1pp/1p1Pp3/1P2PP2/1B5P/P2Q2PK/5R2 b - - 2 29,d7e8
2b3k1/p1q2pb1/1pn1pB1p/4P1pP/3P4/3B4/P3NPP1/2Q3K1 w - - 0 24,d3b5
3qr1k1/p2r1ppp/8/2pP4/Q2nB3/1P4P1/P4P1P/2R1R1K1 w - - 3 26,g1f1
rn1qk2r/pb1p1ppp/1p2pn2/8/2PQ4/P4NP1/1P2PPBP/R1B1K2R b KQkq - 0 9,b8c6
1r1r2k1/3pbppp/ppn1pn2/8/2P5/1PN1PNP1/PB3PKP/2RR4 b - - 3 20,b6b5
r2q1rk1/p4p1p/1p1P1bp1/2p2N1n/6Q1/2N3P1/PP3PbP/R1BR2K1 b - - 1 19,g2c6
2r1k1r1/pq3pP1/2R1p3/1Pn4Q/2p5/2P3P1/5P1P/R5K1 b - - 7 22,c5d3
1kr5/8/p7/8/1p2NN1P/5pP1/PPrR4/6K1 w - - 4 38,d2c2
8/3R2k1/p4pp1/1p6/6P1/3Q2K1/1q6/8 b - - 8 52,g7h6
rnbq1rk1/ppp1bpp1/4pn1p/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 7,g5h4
r4rk1/p4ppp/1q2pn2/p2PB3/8/1Pb3P1/P2QPPKP/2R2R2 w - - 0 18,e5c3
2R4r/5ppk/3Q3p/1p2P3/8/1q4P1/4PP1P/6K1 w - - 1 27,c8c1
2r2rk1/3nq1pp/1p1bp3/3bNp2/p2Pn3/PP1Q1NP1/1B3PBP/R1R3K1 w - - 0 21,b3b4
r4rk1/1bqnbppp/pp1ppn2/8/2P1P3/1P3NP1/PBQN1PBP/2R1R1K1 w - - 0 15,c2b1
3Q4/5bk1/5p1p/p2np1p1/1p6/1P3P2/P4KPP/r4B2 w - - 2 38,d8a5
7k/p1r2pR1/3P1p1P/1p2pP2/8/6P1/P4PK1/8 b - - 0 34,c7d7
5rk1/p2nqpp1/Qp2pn1p/8/1P1N4/P3P3/1B3PPP/2R3K1 b - - 0 18,d7b8
1R6/5p1k/4bPpp/3pN3/2pP3P/r1P5/5PPK/8 w - - 4 36,f2f4
8/5b2/4k3/3p2Rp/3K1P1P/8/8/8 b - - 21 63,e6f6
8/4Q3/6pk/1B3pp1/bP6/q6P/6PK/8 b - - 0 51,a4b5
5k2/6p1/2rN3p/2P1p1n1/7P/5PP1/6K1/2R5 b - - 0 36,g5e6
r2q1rk1/1bp2ppp/p3pn2/1p6/1b1P4/4PNP1/PPQ2PBP/RN3RK1 w - - 0 13,a2a3
8/5p2/1RB2r2/PK3Pk1/6P1/8/5b2/8 b - - 0 70,f6d6
r1b2rk1/pp1nqpb1/6pp/3pp3/2Q1N3/4PN2/PP2BPPP/R2R2K1 w - - 0 15,c4d5
r3r3/pp2k2Q/1nq5/3pP3/2pP4/2P2P2/P5PP/2R2RK1 b - - 4 33,e7d8
r2q1rk1/3nbppp/b1p2n2/p3p3/3Pp1P1/4R1NP/1PP1NPB1/2BQR1K1 b - - 1 15,d8c7
r2r2k1/pp1b2pp/3Rpp2/1q6/1nNQ4/1Pn2NP1/4PPBP/4R1K1 b - - 2 23,c3d5
r2rb1k1/1p1n2pp/p1pqpp2/Q7/1P1P4/3NP1P1/P4PBP/2RR2K1 w - - 0 22,d3c5
rnb1r1k1/pp2qpp1/2p4p/3p4/3Pn3/2NBP3/PPQ1NPPP/R3K2R w KQ - 0 12,d3e4
6k1/2r5/1R1R4/p1n3p1/2P2rP1/P3nN2/5N2/6K1 w - - 0 40,f3g5
r2qr1k1/1bpnbppp/p2p1n2/1p2p3/3PP3/2P2N1P/PPB2PP1/R1BQRNK1 b - - 6 13,e7f8
8/3K1kB1/6bP/4P3/p7/P7/8/8 b - - 20 72,g6f5
8/8/2p5/1bk1p3/4K1p1/1P4P1/8/3R4 w - - 5 51,d1e1
6rk/2p1B2p/3pp3/1p2p3/1P2Pr2/R2P4/1n3PPP/2R2K2 w - - 6 31,c1c7
r1b2rk1/p4ppp/2p2n2/3p4/1q6/1N2RN2/PPP2PPP/R2Q2K1 b - - 0 15,c6c5
r1b2r2/pp2Np1k/3p1Q1p/4pp2/3qB3/6P1/PP3bKP/2R2R2 w - - 4 22,e4f5
r1bqk2r/ppp1bppp/2n1pn2/8/Q1pP4/P1N2NP1/1P2PPBP/R1B1K2R b KQkq - 2 8,e8g8
rnbqkb1r/5ppp/p2ppn2/1p6/3NP3/2N1BP2/PPPQ2PP/R3KB1R b KQkq - 1 8,b5b4
r2q1rk1/pbp1bppp/np2p3/3P4/3PnB2/2N2NP1/PP2PPBP/R2QR1K1 b - - 0 10,e6d5
5Qk1/7p/2p2pp1/1P2n3/2brP3/4N2P/2P2PP1/1R4K1 b - - 0 30,g8f8
2r2k2/7p/pqr2bp1/3B1N2/1p5P/8/PP1R1PP1/3Q2K1 w - - 1 29,d5c6
2rq1rk1/p3ppbp/5np1/3b4/3P2P1/1P2BN2/P2QBP1P/R3K1R1 w Q - 1 19,f3e5
5r2/p4p1k/1p2n3/1P3n1p/P4P2/2NQ2Pq/3R3P/R5K1 w - - 2 40,c3d5
rnbq1rk1/1p2ppbp/p1p2np1/8/2pP4/2NBPN1P/PPQ2PP1/R1B1K2R w KQ - 0 9,d3c4
r4rk1/1pqb3p/p2P4/2p1pp2/P1P5/1PN3PP/3Q2B1/5RK1 b - - 0 25,c7a5
r1bq1rk1/ppp2ppp/1nnp1b2/8/2PP4/1PNBB3/P3NPPP/R2QK2R b KQ - 0 10,f8e8
r1bqk2r/pp1pppbp/5np1/n7/3NP3/1BN1B3/PPP2PPP/R2QK2R b KQkq - 8 8,d7d6
r2r2k1/p3bpp1/4b2p/8/5B2/Pn3N2/1P2BPPP/R4RK1 w - - 0 20,a1d1
r1b2rk1/pp3pp1/1np2q1p/2bp1P2/3N1BP1/1PP3N1/P5BP/R2Q1R1K w - - 1 20,g3h5
r2qk2r/p2pbppp/b1n2n2/1pp5/8/1P3NP1/PB1NPPBP/R2Q1RK1 w kq - 4 12,e2e4
r2qrnk1/4b1pp/p1ppNp2/1p3Q2/2P4P/4B3/PPP2PP1/2KR3R b - - 1 18,d8c8
r4qk1/p3bppp/8/1ppQ4/8/P5P1/1P3P1P/3R1K1R w - - 1 25,f1g2
1r1r2k1/2qbbpp1/7p/p1p5/P1B1Pp2/1NP5/1P2QPPP/3RR1K1 w - - 3 27,c4b5
1r4k1/5bb1/6p1/2p1p1Pp/3nP1B1/R7/1PN2P2/2KR4 w - h6 0 31,g5h6
r2q1rk1/2p2p2/p1np3p/1pb1p1pn/4P1b1/1BPP1NB1/PP1N1PPP/R2QR1K1 b - - 5 13,h5g3
3r1qk1/3P1ppp/1pB5/4Q3/1r6/6P1/4PP1P/3R2K1 w - - 3 32,d1d3
1r6/1P4pp/3k4/2p2P2/6P1/2K5/7P/1R6 b - - 0 44,h7h6
r5k1/5p2/p2p2p1/1p1Np1b1/PP1nP1B1/1P1Q2P1/5RK1/r7 b - - 0 31,g8g7
2r3k1/p2n1ppp/1p6/3n4/3P4/P7/1P1B1PPP/Nb2KB1R b K - 0 21,d7b8
8/4p1k1/6P1/6p1/2BK4/p1P5/8/8 w - - 1 54,d4d3
5bk1/1pp3pp/2n1p3/p2rP1P1/2Rp4/P2P1N1P/1P2RP2/6K1 b - - 3 28,f8c5
8/p2r1rkp/1pRR1pp1/2nN4/6PP/4PK2/P4P2/8 w - - 3 35,d6d7
3r4/1pk2b2/p4N1p/2P3p1/1P3P1n/P7/3n1K1P/2B2BR1 w - - 1 28,f1e2
8/P4pkp/1n3np1/8/2QPq3/1P5P/5Pp1/R5K1 w - - 1 32,c4c7
8/1R4pp/2p2pk1/P1Bn4/1Pr5/5K1P/5P2/8 w - - 9 39,a5a6
r1bq1rk1/2pp1ppp/p1n2n2/1pb1p3/4P3/PB3N2/1PPP1PPP/RNBQR1K1 w - - 1 9,c2c3
1rbq1rk1/2p2ppp/1bnp1n2/1N2p3/3PP3/1BP2N2/1P3PPP/R1BQ1RK1 b - - 0 12,c8g4
7k/1R5p/6p1/1P2p2P/3bB1P1/8/1r3PK1/8 b - - 0 45,b2f2
3B4/pp4kp/6p1/nq2p3/2p4Q/1b6/1P4PP/5B1K b - - 1 34,a5c6
r4k2/1b6/2p1p3/p1q4B/1p3Q2/1Pn5/5PPP/R3R1K1 b - - 0 29,c5f5
4r3/1pk3b1/p2p2p1/1P1P1pPp/3p1P1P/1K1B4/P1P5/5R2 w - - 1 33,b5a6
3rr1k1/2q2pp1/1pp1p3/p1PnPn2/3P3P/PP1R3P/1B2Q1B1/5RK1 w - - 0 31,g2e4
rnbqkb1r/5ppp/p2ppn2/1p6/3NP1P1/2N4P/PPP2P2/R1BQKB1R w KQkq - 0 8,f1g2
2Q5/5k2/3p2p1/r2P4/8/P1r2qPP/5P2/5RK1 w - - 0 31,c8d7
r2qkb1r/pp2pppp/2p2n2/3n1b2/3P3N/8/PPP1BPPP/RNBQ1RK1 b kq - 7 9,f5g6
1qb1k3/3p3r/p2Pp1p1/2p1Bp2/2P3P1/3Q4/P4PK1/R7 w - - 0 23,a1b1
1r1n1rk1/3pq2p/5np1/PQ1B1p2/8/6P1/1P1RPP1P/3R2K1 b - - 4 28,d8e6
4Q1qk/8/7p/P4pp1/5p2/3B1PbP/6P1/7K w - - 5 47,e8e5
r2q1rk1/p2pbppp/npp1pn2/4N3/2PPP3/6P1/PP3PKP/RNBQR3 b - - 0 10,d8c7
rnbqk2r/ppp2ppp/4p3/3p4/2PPn3/P1Q5/1P2PPPP/R1B1KBNR w KQkq - 1 7,c3c2
2rqnrk1/pp3pbp/2n1p1p1/3pN3/3P1P2/2PQ1N2/PP3BPP/4RRK1 b - - 5 16,e8d6
7k/p6p/1p6/1PpnRp2/P7/3K2P1/8/8 b - - 1 45,d5b4
8/4kb2/2p4p/1pP4P/p2KB1P1/P3P3/8/8 b - - 0 54,f7e8
8/6r1/1p5p/2p1bk1B/P1R3p1/4P3/5PKP/8 w - - 7 52,a4a5
2Bb1k2/3P1pp1/pp6/2p4p/P7/2N2nP1/1P3PKP/3r4 w - - 0 30,c3d1
1k1r3r/pp2qppp/1np1b3/3p3n/3P4/2NBP2P/PPQN1PP1/1K1R3R b - - 6 14,g7g6
8/1p2Q3/p3p1k1/5r1p/4r1p1/8/P1P5/K6R w - - 4 30,e7e8
8/2k3pp/p3pb2/N1p5/2P1K1P1/7P/P7/8 w - - 5 39,a5b3
r2q1rk1/pbpnbppp/1p3n2/3p4/3P4/1PN2NP1/P1QBPPBP/R4RK1 w - - 6 12,d2f4
r3k2r/1p3ppp/p2pbn2/2qNp3/1P2PP2/3B4/P1P3PP/R2Q1R1K b kq - 0 14,c5c6
r1br2k1/p2qppbp/6p1/np1P4/2p1P3/2P1B3/P1B1NPPP/2RQ1RK1 b - - 1 16,e7e6
rn1qk2r/p1pp1ppp/bp2pn2/8/1bPP4/1P3NP1/P3PP1P/RNBQKB1R w KQkq - 1 6,c1d2
3rk2r/p3bpp1/P1q1p3/1ppnP2p/8/2P4Q/1P3PPP/RNB1R1K1 w k - 2 19,h3f3
r1b1qr2/6p1/pn2pk2/2b1RpN1/5P2/2N3Q1/1P3PPP/3R2K1 b - - 9 23,c5b4
2r2rk1/p1qnbppp/b1p1pn2/8/N1pPP3/6P1/PBQN1PBP/R2R2K1 b - - 1 18,c6c5
8/p4rpk/1p1Rp2p/2pbBp2/8/P3K1P1/1PB5/8 w - - 6 37,c2a4
5k2/6p1/R6p/3np3/8/2p4P/PbN2PP1/6K1 b - - 0 38,f8e7
4r1q1/2Pk4/1B1pn1p1/p2B1pP1/1p5Q/1P5P/P1P5/6K1 b - - 6 34,g8g7
3r1rk1/1p4p1/1qp1p1Qp/3nP3/pPR5/6PP/P2R1PB1/6K1 b - - 7 37,d5f4
8/R7/2r2kp1/2r1p2p/4P2P/3R1PK1/6P1/8 w - - 0 42,d3d7
8/p5pp/1p2k3/3N4/2P1p3/1P4P1/P1nrPK1P/1R6 b - - 5 30,e6e5
r1bq1rk1/2p2pp1/pbnp1n1p/1p2p3/4P3/1BPP1N2/PP3PPP/R1BQRNK1 b - - 5 11,c6e7
5rk1/p2bpp2/1r1p1np1/q7/2pNP1pP/2N1QP2/PPP5/KR5R b - - 1 20,f8b8
1q5r/1B3pp1/3k1n2/4p3/1p5p/4PQ1P/5PP1/R5K1 w - - 0 31,f3c6
6k1/1p1b1pq1/p2p2p1/2r1pPQ1/4P3/1P4N1/P1P5/1K5R b - - 4 32,f7f6
2r5/p4pkp/1p2bnp1/r2pq3/3R4/Q1P1PB1P/P3NPP1/3R2K1 w - - 6 28,d4a4
6k1/1Q2Npb1/p5p1/2P5/4n1Pp/4P2P/Pq1r1PB1/2R3K1 b - - 2 33,g8f8
4n1k1/p4r2/1p4p1/1P2B1P1/P4P2/7K/3R4/8 w - - 0 48,d2c2
r1bqk2r/ppp2ppp/2n1pn2/3p4/QbPP4/P1N2N2/1P2PPPP/R1B1KB1R b KQkq - 0 6,b4c3
r1b1k2r/1pB1bppp/p1n1pn2/8/8/1NN1RBPq/PP3P1P/R2Q2K1 w kq - 3 16,c7d6
r4rk1/1p3ppp/2ppnb2/p7/P3P1n1/2N3P1/BPPB1PKP/R3R3 b - - 2 18,e6c5
6k1/1r3pp1/R3p2p/4P2P/2pP2P1/2Bb1P2/1P3K2/8 b - - 0 36,g8h7
2q1nrk1/4rppp/pp1pp3/2n5/2P5/BP2Q1P1/P2RPPBP/2R3K1 b - - 1 19,a6a5
4r3/1b1Rr1k1/p1p1Pb2/q4pp1/P1B4p/2P1Q3/6P1/2B1R1K1 w - - 2 35,d7e7
6k1/pb1r1pp1/1p2nq1p/3p4/8/4P1P1/PP2QPBP/3RN1K1 w - - 4 24,e2b5
1Q3bk1/5ppp/4p3/8/8/4q1PP/1Q5K/8 w - - 0 37,b8c7
r1bqr1k1/1pp1bppp/p1np1n2/4p3/B3P3/2PP1N2/PP1N1PPP/R1BQR1K1 b - - 4 9,e7f8
8/8/3p3k/2P4p/1P1bB3/4q3/2R4P/5Q1K b - - 0 44,e3e4
6k1/2p2pb1/4n1p1/Np1Pp2p/1P5P/2P1B1P1/5P2/6K1 b - - 0 31,e6d8
2rr1k2/6pp/p4n2/2p3N1/Pn1qPP2/B5P1/4Q1P1/R3R2K b - - 2 30,c8c6
3r1r1k/1R4bp/6p1/4p3/1Q3p2/2Bb1N1P/2q2PP1/5RK1 b - - 11 34,f8e8
rnbqkb1r/pp2pppp/8/3n4/8/2N2N2/PP1P1PPP/R1BQKB1R b KQkq - 1 6,b8c6
6k1/5pp1/7p/2bN1P2/1B1nP2P/8/1r4P1/3R1K2 b - - 0 44,c5b4
2r5/pp3pR1/3nk2p/P2p1p1P/3P1K2/1B2PP2/1P6/8 b - - 10 34,c8h8
rnbqk2r/1p2bppp/p2ppn2/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1 w kq - 2 8,a2a4
2rq1r2/1p4kp/2Bp2p1/p1n1pp2/P3P3/2N5/1PPQ1PPP/R3R1K1 b - - 0 19,b7c6
r3r1k1/3n1pb1/2pN2pp/2P5/3P2PB/qP5P/p2QBPK1/2R4R b - - 4 25,e8e2
rnbq1rk1/1pp1ppbp/p4np1/4P3/2QP4/2N2N2/PP3PPP/R1B1KB1R b KQ - 0 8,f6d7
N2qr1k1/1p2bpp1/p1p1pnnp/P7/R2PPB2/2N3PP/1PQ2PK1/3R4 b - - 0 25,g6f4
1qr2rk1/1b2bppp/pp1ppn2/5P2/1PPnP3/P1NBB3/4Q1PP/2R2RK1 w - - 0 18,e3d4
2n5/p3k3/6p1/4PP1p/1b2K3/3R3P/P4P2/8 b - - 0 43,g6f5
2Q1k3/5r2/p1p5/7p/4PN2/q5PP/5PRK/4r3 b - - 2 46,e8e7
r1bqk1nr/pp2bppp/2np4/2p1p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 b kq - 1 6,g8f6
1r3qk1/3n1pb1/2N1p1pp/1p2P3/4N2P/8/1PR1QPP1/6K1 b - - 1 26,b8b6
r6k/p2b1prp/1ppP4/4P3/2PQ1P1q/5B2/6RP/R6K b - - 4 32,a8g8
r3kb1r/3n1pp1/pq2pnp1/2pp4/3P1B2/2N1P2P/PP3PP1/1R1QKB1R w Kkq - 0 13,a2a3
r1bqk2r/5pbp/p1np1p2/1p1Np3/4P3/N2B4/PPP2PPP/R2QK2R b KQkq - 3 11,c6e7
r4rk1/p4ppp/bpq5/2nB4/1b6/5N2/PP2QPPP/R1BR2K1 w - - 1 17,e2c2
rnb1k2r/pp2ppbp/6p1/2PP4/5B2/2R1P3/qP1Q1PPP/4KBNR b Kkq - 0 10,g7c3
8/8/4kpB1/3p3p/p1b2P1P/2P3P1/2PK4/8 b - - 1 53,c4e2
4rqk1/3n2pp/3r4/p1ppB1PP/4pPQ1/4P3/PP6/1K1R1R2 b - - 1 29,d6e6
1k1r4/4N2p/8/1B2n3/4R3/7n/1P6/1K6 b - - 3 44,e5f3
8/2p2p2/p1N1k3/7p/1Pb2KP1/P7/8/8 w - - 0 41,g4h5
4r1r1/2p1k3/1p2n3/p1p1R1p1/P6p/5N1P/1PP2RPK/8 b - - 1 39,e7d6
r1b2rk1/pp2bp1p/2n1p1p1/q7/2B2P2/P1N2N2/1PQ2PPP/3R1RK1 w - - 0 15,g2g3
r1b2rk1/1pp1nppp/p2p2n1/3P1q2/5P2/2N3P1/PP2BB1P/R2Q1RK1 w - - 0 16,f1e1
3b1r2/1p1q1pkp/1n1p2p1/2rPp1P1/4P2P/P1NQ4/1P1N1P2/1KR3R1 w - - 9 28,c1c2
3rkb1r/1b3ppp/1q2p3/1p2P3/1n1pBn2/1N1P1N2/1P3PPP/R1BQ1RK1 b k - 5 17,b7e4
1kr4r/bp1n1p2/2B3n1/4qN1p/Pp6/1N1Q2P1/4PP2/1RR3K1 b - - 2 24,b7c6
r3r1k1/p2nnppp/1pp1q3/3pP3/3P4/2NQ1N2/PP3PPP/4RRK1 w - - 3 16,f3h4
r1b1kb1r/5pp1/p3pn1p/2qP4/1pBN1NPP/1Q3P2/PPP5/2KR3R b kq - 0 18,f8d6
r2r2k1/Npn1ppbp/5np1/3P4/3P4/P4B1P/1P3PP1/R1BR2K1 w - - 1 20,d5d6
8/5p1k/2P2Qp1/7p/7P/6P1/2q2P1K/8 b - - 4 56,c2c4
rnb1qrk1/pppp2pp/4p3/6Bn/2PP2p1/P1P2P1N/4P2P/R2QKB1R w KQ - 0 10,f3g4
r4rk1/1pp2ppp/4bn2/pB2p3/N3P3/5P2/PPP3PP/2KR3R b - - 1 16,a8d8
rnb2rk1/pp3pbp/4p1p1/q1p5/3PP3/2P1BN2/P2QBPPP/2R1K2R b K - 1 11,f8d8
2rr2k1/p3npp1/1q2b2p/1P1p4/3R1B2/P1p1P2P/2Q1BPP1/1R4K1 b - - 0 22,e7f5
rn2kb1r/pp2nppp/1qp1p1b1/3pP3/2PP4/4B3/PP1N1PPP/R1Q1KBNR w KQkq - 1 8,c4c5
r1q1r1k1/pb2bppp/4nn2/2ppB3/7N/PPN3P1/2Q1PPBP/R2R2K1 w - - 4 18,h4f5
2kr1b1r/p3n1pp/1Bpq4/3p4/8/1Q3B2/PP3PPP/2R1R1K1 b - - 0 18,a7b6
r1bk1b1r/p2n1ppp/1q1p4/1PpP4/2p5/2N3N1/1P2QPPP/R3KB1R w KQ - 2 13,e2c4
r1bqk2r/1p3ppp/p1n2n2/2bp4/3N4/1P6/PBP1BPPP/RN1Q1RK1 w kq - 1 10,d4c6
r4rk1/1qp2pp1/p1nb1n1p/1p2p3/3PP3/4BPPN/PPQ3KP/RN3R2 w - - 0 17,d4e5
6r1/p4q1k/3p1n1p/2pPpP2/2P1P2B/P4Q2/3K4/1R6 b - - 5 49,g8g7
5N2/1pk2R2/1p6/1Ppn3p/P6P/5P2/1KP1r1P1/8 b - - 0 43,c7c8
2rqr1k1/1b1n1pp1/1pp4p/p2p1Q2/Pb1P1B2/4PN1P/1P2BPP1/2RR2K1 w - - 4 20,e2d3
r2r2k1/1pp1nppp/1p1pqn2/1B2P3/5P2/PPN5/1P1Q2PP/1K1R3R b - - 0 18,f6h5
8/5pk1/6p1/3R3p/4PK1P/r4PP1/8/8 w - - 7 51,g3g4
3r1rk1/p1q2p1p/1p3npb/1BpPp3/4PP2/2P1BQ2/P5PP/3R1RK1 w - e6 0 21,d5e6
6QQ/1b1r4/1qk1p3/8/2pP1B1P/p1P5/8/5BK1 w - - 3 41,g8e6
r5k1/1r1qpp1p/b2p1b2/2pP2p1/n3P3/1P4P1/P2NNPBP/R2QR1K1 w - - 0 18,b3a4
5nk1/q4r1p/2R1p1p1/8/r3N3/8/P1Q1RPPP/6K1 b - - 4 33,a7d4
rnbq1rk1/pp2p1bp/2pp1np1/3P1p2/2P5/2N2NP1/PP2PPBP/R1BQ1RK1 b - - 0 8,e7e5
r1qr2k1/1pp1b1pp/1n1nbp2/1P2p3/p3N3/P1NPP1P1/1BQ2PBP/1RR3K1 b - - 3 18,d6e8
2rqb3/1r3nkp/1p1p2p1/1P1Pp1b1/2N1P3/3B3P/4QBP1/1R3R1K w - - 8 36,e2b2
r2qkb1r/pb1n1p2/2p1pP2/1p4B1/2pP4/2N3P1/PP3P1P/R2QKB1R b KQkq - 0 12,c6c5
3r2k1/1p2pp1p/p5p1/8/1P2PN2/Q2b1K2/P1r3PP/7R b - - 2 24,d3c4
r2q1rk1/2p1p1bp/pn3pp1/1p2PbN1/1QnP4/2N1B3/PP2BPPP/3R1RK1 w - - 0 16,g5f3
2b2r2/4k1pp/pRp1Bn2/2N1p3/3r4/8/P1P3PP/5R1K w - - 1 28,b6c6
6k1/5p2/R2p2pp/8/P3P1P1/r4P2/6K1/8 b - - 0 41,g8g7
r2q1r1k/4p1bb/p1p4p/1p1nP1p1/3P2P1/P2NPNQ1/1P4B1/3RR1K1 w - - 0 26,d3c5
3rr1k1/Bp1n2pp/n1p2p2/4P3/2P2P2/5NPP/P3R1K1/R7 b - - 0 23,f6e5
2r2rk1/pp4bp/6p1/2np1p2/P2p1P1q/3P1QN1/RPPB2PP/5RK1 b - - 1 20,h4d8
8/p1bk3p/1pN1r2R/4Pp2/8/5KP1/PP5P/8 w - - 5 36,h6e6
r4rk1/1bq1bppp/p7/1p1nPN2/P2B4/4p3/1PPQB1PP/R4R1K w - - 0 19,d2e1
r6r/5pk1/pn1pbqn1/1pp1p3/3PP2p/1PP1RP2/P1BQ2PB/4NRK1 w - - 1 27,f3f4
r1b1qrk1/ppp2pbp/n2p2p1/3Pp1Bn/2P1P3/2NB1P2/PP1QN1PP/R3K2R b KQ - 0 10,f7f5
3rk3/1p2qp2/2pb1nr1/2Np1Q1p/1P1P4/4PPP1/2R3P1/4KN1R b K - 0 26,d8a8
8/1p3pk1/p4qp1/Pb2R2p/1P1Q3P/8/6PK/8 b - - 2 39,b5a4
7k/2R5/4R3/p5r1/8/2P5/2r2P2/5K2 b - - 0 44,a5a4
r1bq1rk1/pp2bppp/2n1pn2/2p5/3PB3/2N1PN2/PP3PPP/R1BQ1RK1 w - - 7 10,e4c6
b1r1r1k1/5n1q/pp1pp1p1/4bp2/P1P1PB1P/1P3PN1/3QNRK1/7R b - - 9 40,f5e4
r2r2k1/1p1q2bp/2pnp1p1/B4p2/P1pP4/1P2PBP1/2R2P1P/2R1Q1K1 b - - 0 23,c4b3
r1bq1rk1/ppp1npbp/3p1np1/3Pp3/2P1P3/2N2NP1/PP3PBP/R1BQ1RK1 b - - 0 9,c7c6
r2r2k1/pp2qppp/1np5/4P3/1n1NQPb1/5NP1/PP4BP/R3R1K1 w - - 5 19,a1d1
4k3/8/4R3/5pP1/4nP2/2P1N1r1/4K3/8 b - - 10 43,e8f7
r2qk2r/3bppbp/p1np1npB/1pp5/4P3/2NP2PP/PPPQNPB1/R3K2R b KQkq - 1 10,g7h6
r2q2rk/1pp2pn1/p2p1b1p/3P4/2P1NP2/1P1Q3P/P5BK/5RR1 w - - 11 29,g2f3
k6r/p5p1/8/5P1q/3pQ3/1P4P1/P1R4P/6K1 b - - 4 54,a8b8
r2qk1nr/pp1n1ppp/2p1p3/3pPb2/1b1P4/5N2/PPPNBPPP/R1BQK2R w KQkq - 4 7,e1g1
5k2/4bp2/1p2r2p/r1p1N3/5P2/1P3K1P/P2R4/3R4 w - - 4 36,d2g2
5rk1/qbp2pp1/1b1p1n1p/3Pn3/1p1NP3/1P3N1P/2B2PP1/2BQR1K1 w - - 1 23,c1b2
r3rqk1/1pp2p2/1b2bp1p/p3R3/P1B5/1PN5/1PQ2PPP/2KR4 w - - 0 20,e5e2
2r5/1p1bkppp/p7/8/P2p4/2PB3P/1P1B2PK/RN1r4 w - - 0 27,c3c4
r1bqk2r/2p1bppp/p1np1n2/1p2p3/4P3/1B1P1N2/PPP2PPP/RNBQ1RK1 w kq - 0 8,a2a4
r1bqk2r/pp4pp/2nbpn2/3p4/3P4/3B1N2/PP1N1PPP/R1BQ1RK1 w kq - 1 11,f1e1
rn4k1/1q2bpp1/b1p1n3/Q3p3/4P1Pp/1P2BP1P/2P2N2/R1N2BK1 w - - 5 26,f1c4
2kr3r/1ppb1ppp/p1p3n1/4q2Q/4P3/1NN5/PPP2PPP/3R1RK1 w - - 8 14,h5e5
r7/4p2k/1Q1p2p1/5n1p/bPP5/5PN1/3R2PP/q4BK1 b - - 1 37,f5g3
rb1q1rk1/5pp1/p1pp2n1/7p/2B1P1b1/1NP3BP/PP1Q2P1/4RR1K b - - 0 21,d6d5
r2q1r1k/p1pn1ppp/1p6/4pN2/3PP3/PnPQ3R/6PP/R1B3K1 w - - 1 18,d3g3
r2qr1k1/1ppb1pb1/p1np1npp/4p3/4P2N/2PPNQ1P/PPB2PP1/R1B1R1K1 w - - 4 16,c1d2
3r2k1/ppr2pbp/4bnp1/N1B5/1P2P3/P4P2/6PP/2RR1BK1 b - - 0 25,d8c8
r3r1k1/4b1pp/1p2p3/1P2Bp2/8/P5P1/4PPbP/2RR2K1 w - - 0 26,g1g2
1r1r2k1/1pbn1ppp/p1p1p1b1/P5q1/1BNP4/1Q2PB2/1P3PPP/R2R2K1 w - - 0 20,h2h3
r4rk1/1p1nbppp/1qp1pn2/p2p3b/P3P1P1/3P1N1P/1PPNQPB1/R1B1R1K1 b - - 0 12,h5g6
8/8/1R4Pk/p2pBn2/8/8/r7/6K1 w - - 1 64,g6g7
6k1/3N3p/p4q2/2pp1rp1/Pn3n2/3P2B1/1P4PP/R3Q2K b - - 0 32,f6e6
